id,user_id,date,total_events,total_duration_minutes,social_intensity_score,battery_score,AI_Insight,AI_Score_Explanation,Recovery_Suggestion
388,sulistiyono_388,2026-04-27,4,1074,95.7,4.3,,,
389,jekri wiralis_389,2026-04-27,4,984,81.2,18.8,,,
390,nirmanto_390,2026-04-27,4,978,75.9,24.1,,,
391,rasmini_391,2026-04-28,4,1092,96.6,3.4,,,
392,bejo hutanto_392,2026-04-28,4,942,84.1,15.9,,,
393,desi tri astuti_393,2026-04-28,4,900,92,8,,,
394,okta ionika_394,2026-04-29,4,912,77.6,22.4,,,
395,muhyidin_395,2026-04-29,4,876,85.8,14.2,,,
396,meriyanti_396,2026-04-29,4,1134,88.7,11.3,,,
397,erna lestari_397,2026-04-29,4,978,80.9,19.1,,,
398,asef saifulloh_398,2026-04-30,4,906,77.3,22.7,,,
399,jonianto_399,2026-04-30,4,1056,84.8,15.2,,,
400,mujiati_400,2026-04-30,4,864,75.2,24.8,,,
401,riko hari prasetyo_401,2026-04-30,4,900,72,28,,,
402,diva al farizky_402,2026-04-30,4,942,104.1,-4.1,,,
403,parjo_403,2026-05-01,4,1116,102.8,-2.8,,,
404,rumsiyah_404,2026-05-01,4,846,74.3,25.7,,,
405,dewi sumarni_405,2026-05-01,4,876,75.8,24.2,,,
406,efi sulastri_406,2026-05-01,4,1116,97.8,2.2,,,
407,wagimun_407,2026-05-01,4,894,76.7,23.3,,,
408,girah_408,2026-05-02,4,1002,102.1,-2.1,,,
409,feni safitri_409,2026-05-02,4,1038,93.9,6.1,,,
410,sumarno_410,2026-05-02,4,1098,91.9,8.1,,,
411,nurimah_411,2026-05-02,4,942,79.1,20.9,,,
412,noviana anggraeni_412,2026-05-02,4,948,84.4,15.6,,,
413,aissyah dwi zhaskia_413,2026-05-02,4,936,73.8,26.2,,,
414,hariri_414,2026-05-03,4,1056,94.8,5.2,,,
415,ida budiani_415,2026-05-03,4,1050,89.5,10.5,,,
416,rizki pratama_416,2026-05-03,4,906,87.3,12.7,,,
417,yanto_417,2026-05-03,4,936,83.8,16.2,,,
418,puji lestari_418,2026-05-03,4,978,80.9,19.1,,,
419,dewi wulan ningsih_419,2026-05-04,4,1014,77.7,22.3,,,
420,aril aji alania_420,2026-05-04,4,1050,79.5,20.5,,,
421,amalia chechy anggia_421,2026-05-04,4,1134,98.7,1.3,,,
422,suranto_422,2026-05-04,4,876,70.8,29.2,,,
423,suprihatin_423,2026-05-04,4,1110,107.5,-7.5,,,
424,bangkit syuhada_424,2026-05-05,4,1050,89.5,10.5,,,
425,tri anindita aurellia_425,2026-05-05,4,870,75.5,24.5,,,
426,kasturi_426,2026-05-05,4,1116,92.8,7.2,,,
427,epran_427,2026-05-05,4,966,80.3,19.7,,,
428,suwarsih_428,2026-05-05,4,960,80,20,,,
429,dwi astika sari_429,2026-05-06,4,942,89.1,10.9,,,
430,trio hamdani_430,2026-05-06,4,1044,74.2,25.8,,,
431,a. solikhin_431,2026-05-06,4,870,60.5,39.5,,,
432,sumiati_432,2026-05-06,4,1068,95.4,4.6,,,
433,sugiat bagus hermawan_433,2026-05-06,4,996,96.8,3.2,,,
434,sukma liyana dewi_434,2026-05-07,4,948,79.4,20.6,,,
435,dzul helmi affan ridho_435,2026-05-07,4,996,81.8,18.2,,,
436,nugroho_436,2026-05-07,4,996,81.8,18.2,,,
437,kusriyati_437,2026-05-07,4,1080,86,14,,,
438,vika apriliana n. a_438,2026-05-07,4,984,91.2,8.8,,,
439,bela octavia ramadani_439,2026-05-07,4,1116,97.8,2.2,,,
440,pri santoso_440,2026-05-08,4,990,96.5,3.5,,,
441,miyanto_441,2026-05-08,4,1056,89.8,10.2,,,
442,samiyah_442,2026-05-08,4,960,80,20,,,
443,wahyu pratama_443,2026-05-08,4,894,76.7,23.3,,,
444,devina tria ananda_444,2026-05-08,4,960,85,15,,,
445,masruri_445,2026-05-09,4,1002,77.1,22.9,,,
446,siti romlah_446,2026-05-09,4,1116,87.8,12.2,,,
447,ricky prayoga_447,2026-05-09,4,936,93.8,6.2,,,
448,shafa mutia nurhaliza_448,2026-05-09,4,954,79.7,20.3,,,
449,abdul malik_449,2026-05-10,4,870,80.5,19.5,,,
450,kardi_450,2026-05-10,4,1050,89.5,10.5,,,
451,sumini_451,2026-05-10,4,1104,87.2,12.8,,,
452,andika saputra_452,2026-05-11,4,930,93.5,6.5,,,
453,habib hidayaturrohman_453,2026-05-12,4,1050,84.5,15.5,,,
454,wiwik wulandari_454,2026-05-13,4,864,75.2,24.8,,,
455,m. souvil anam_455,2026-05-14,4,1026,88.3,11.7,,,
456,anin khamidah_456,2026-05-15,4,1008,82.4,17.6,,,
457,diram_457,2026-05-16,4,1092,96.6,3.4,,,
458,muslimah_458,2026-05-17,4,1020,98,2,,,
459,eko kurniawan_459,2026-05-18,4,1032,93.6,6.4,,,
460,romadon nur hidayat_460,2026-05-19,4,996,91.8,8.2,,,
461,siti masliah_461,2026-05-20,4,1026,93.3,6.7,,,
462,tri adi eko lestanto_462,2026-05-21,4,912,97.6,2.4,,,
463,eva setia ningrum_463,2026-05-21,4,1104,92.2,7.8,,,
464,suyono_464,2026-05-21,4,846,74.3,25.7,,,
465,nurtriana yuliastuti_465,2026-05-22,4,1026,93.3,6.7,,,
466,sazim saputra_466,2026-05-22,4,912,92.6,7.4,,,
467,rozakiah_467,2026-05-22,4,1062,85.1,14.9,,,
468,alifia yuliani_468,2026-05-22,4,972,85.6,14.4,,,
469,hamzah maulana_469,2026-05-23,4,1008,92.4,7.6,,,
470,akbar maulana_470,2026-05-23,4,954,74.7,25.3,,,
471,supriyadi_471,2026-05-23,4,1020,103,-3,,,
472,supiyah_472,2026-05-24,4,870,95.5,4.5,,,
473,alfajar efendi_473,2026-05-24,4,1098,101.9,-1.9,,,
474,ahmad saprudin_474,2026-05-24,4,858,79.9,20.1,,,
475,anwar sholeh_475,2026-05-25,4,996,96.8,3.2,,,
476,umi muslimah_476,2026-05-26,4,912,72.6,27.4,,,
477,elisa anjani_477,2026-05-26,4,966,85.3,14.7,,,
478,meila nurhidayati_478,2026-05-27,4,966,80.3,19.7,,,
479,santoso_479,2026-05-27,4,882,76.1,23.9,,,
480,tumi_480,2026-05-27,4,1134,93.7,6.3,,,
481,mira mustika_481,2026-05-28,4,930,83.5,16.5,,,
482,edi suyoto_482,2026-05-28,4,1074,95.7,4.3,,,
483,rikana nurmala desi_483,2026-05-29,4,936,88.8,11.2,,,
484,zidane dhevan pratama_484,2026-05-30,4,912,77.6,22.4,,,
485,mariyamah_485,2026-05-31,4,888,81.4,18.6,,,
486,setiawan_486,2026-06-01,4,1020,78,22,,,
487,sutiono_487,2026-06-02,4,900,77,23,,,
488,nurhayati_488,2026-06-03,4,900,82,18,,,
489,oki aditia saputra_489,2026-06-04,4,1020,88,12,,,
490,hendrio junior_490,2026-06-05,4,1020,93,7,,,
491,giatno_491,2026-06-06,4,1074,90.7,9.3,,,
492,siti ngaisah_492,2026-06-07,4,1104,97.2,2.8,,,
493,ahmad rasyid_493,2026-06-08,4,966,85.3,14.7,,,
494,gilang nur bekti_494,2026-06-09,4,894,71.7,28.3,,,
495,abas suyatno_495,2026-06-09,4,1098,96.9,3.1,,,
496,kholipah_496,2026-06-09,4,954,84.7,15.3,,,
497,abdul kholik_497,2026-06-10,4,1140,114,-14,,,
498,dede adiyanto_498,2026-06-10,4,1068,90.4,9.6,,,
499,handani nurul hidayah_499,2026-06-10,4,1032,83.6,16.4,,,
500,mustofa_500,2026-06-10,4,1008,82.4,17.6,,,
501,luhur gunawan_501,2026-06-11,4,1116,97.8,2.2,,,
502,tri mandrasih_502,2026-06-11,4,1140,89,11,,,
503,Mary Roberta_503,2026-06-12,4,852,69.6,30.4,,,
504,Annie Sheila_504,2026-06-12,4,906,87.3,12.7,,,
505,Anna Wanda_505,2026-06-12,4,852,84.6,15.4,,,
506,Margaret Dawn_506,2026-06-13,4,1032,88.6,11.4,,,
507,Helen Dorothy_507,2026-06-13,4,894,71.7,28.3,,,
508,Elsie Evelyn_508,2026-06-13,4,1074,90.7,9.3,,,
509,Lucy Gail_509,2026-06-13,4,1098,86.9,13.1,,,
510,Dorothy Joyce_510,2026-06-14,4,924,78.2,21.8,,,
511,Mary Louise_511,2026-06-14,4,1032,83.6,16.4,,,
512,Margaret Peggy_512,2026-06-14,4,1134,93.7,6.3,,,
513,Ruth Phyllis_513,2026-06-14,4,1104,82.2,17.8,,,
514,Annie Sheryl_514,2026-06-15,4,1140,94,6,,,
515,Elizabeth Susie_515,2026-06-15,4,936,68.8,31.2,,,
516,Helen Toni_516,2026-06-15,4,1104,97.2,2.8,,,
517,Mary Angela_517,2026-06-15,4,1104,97.2,2.8,,,
518,Elsie Charlotte_518,2026-06-16,4,1140,89,11,,,
519,Agnes Sally_519,2026-06-17,4,888,76.4,23.6,,,
520,Anna Wendy_520,2026-06-17,4,1020,93,7,,,
521,Helen Bertha_521,2026-06-18,4,1068,85.4,14.6,,,
522,Louise Grace_522,2026-06-19,4,858,74.9,25.1,,,
523,Jean Jill_523,2026-06-19,4,852,74.6,25.4,,,
524,Ruth Karla_524,2026-06-20,4,954,89.7,10.3,,,
525,Alice Leslie_525,2026-06-20,4,894,76.7,23.3,,,
526,Esther Marjorie_526,2026-06-21,4,864,75.2,24.8,,,
527,Ethel Sophie_527,2026-06-22,4,930,83.5,16.5,,,
528,Margaret Stephanie_528,2026-06-22,4,984,86.2,13.8,,,
529,Marie Vicky_529,2026-06-22,4,1116,82.8,17.2,,,
530,Mary Vivian_530,2026-06-23,4,1128,93.4,6.6,,,
531,Elizabeth Agnes_531,2026-06-23,4,1128,108.4,-8.4,,,
532,Margaret Anita_532,2026-06-24,4,852,79.6,20.4,,,
533,Helen Edna_533,2026-06-24,4,972,80.6,19.4,,,
534,Alice Glenda_534,2026-06-25,4,846,69.3,30.7,,,
535,Annie Gwendolyn_535,2026-06-26,4,858,79.9,20.1,,,
536,Louise Jeanne_536,2026-06-26,4,996,91.8,8.2,,,
537,Mary Joan_537,2026-06-26,4,942,79.1,20.9,,,
538,Margaret Joann_538,2026-06-26,4,1140,84,16,,,
539,Alice June_539,2026-06-27,4,948,94.4,5.6,,,
540,Annie Lucy_540,2026-06-27,4,1014,87.7,12.3,,,
541,Elizabeth Marlene_541,2026-06-27,4,1104,92.2,7.8,,,
542,Helen Maureen_542,2026-06-28,4,912,92.6,7.4,,,
543,Clara Pauline_543,2026-06-28,4,864,80.2,19.8,,,
544,Dorothy Ramona_544,2026-06-29,4,972,90.6,9.4,,,
545,Martha Rosemary_545,2026-06-29,4,1080,101,-1,,,
546,Agnes Sarah_546,2026-06-29,4,1128,83.4,16.6,,,
547,Esther Sherry_547,2026-06-30,4,852,59.6,40.4,,,
548,Frances Shirley_548,2026-06-30,4,1056,94.8,5.2,,,
549,Julia Suzanne_549,2026-06-30,4,870,75.5,24.5,,,
550,Lillian Sylvia_550,2026-07-01,4,960,85,15,,,
551,Mildred Terry_551,2026-07-01,4,1080,101,-1,,,
552,Pauline Valerie_552,2026-07-02,4,1038,98.9,1.1,,,
553,Mary Verna_553,2026-07-03,4,1092,91.6,8.4,,,
554,Alice Billie_554,2026-07-03,4,1104,92.2,7.8,,,
555,Helen Christina_555,2026-07-03,4,984,86.2,13.8,,,
556,Anna Debora_556,2026-07-04,4,924,83.2,16.8,,,
557,Dorothy Dolores_557,2026-07-04,4,918,87.9,12.1,,,
558,Margaret Eva_558,2026-07-04,4,894,76.7,23.3,,,
559,Ruth Florence_559,2026-07-05,4,900,82,18,,,
560,Elizabeth Geraldine_560,2026-07-05,4,1116,102.8,-2.8,,,
561,Frances Jacqueline_561,2026-07-05,4,906,82.3,17.7,,,
562,Katherine Jennifer_562,2026-07-06,4,912,87.6,12.4,,,
563,Martha Jo_563,2026-07-06,4,1032,83.6,16.4,,,
564,Annie Kerry_564,2026-07-06,4,864,70.2,29.8,,,
565,Clara Lillian_565,2026-07-07,4,1056,89.8,10.2,,,
566,Emma Loretta_566,2026-07-07,4,882,71.1,28.9,,,
567,Hazel Lorraine_567,2026-07-08,4,858,69.9,30.1,,,
568,Julia Maxine_568,2026-07-08,4,1026,88.3,11.7,,,
569,Marie Michele_569,2026-07-09,4,930,83.5,16.5,,,
570,Minnie Mildred_570,2026-07-09,4,978,80.9,19.1,,,
571,Pauline Norma_571,2026-07-10,4,924,78.2,21.8,,,
572,Mary Renee_572,2026-07-10,4,1098,101.9,-1.9,,,
573,Helen Sheri_573,2026-07-11,4,1050,94.5,5.5,,,
574,Dorothy Victoria_574,2026-07-12,4,966,85.3,14.7,,,
575,Frances Yvonne_575,2026-07-13,4,936,83.8,16.2,,,
576,Ruth Becky_576,2026-07-14,4,954,84.7,15.3,,,
577,Alice Cathleen_577,2026-07-15,4,1122,98.1,1.9,,,
578,Anna Claudia_578,2026-07-16,4,1122,83.1,16.9,,,
579,Agnes Eleanor_579,2026-07-16,4,936,83.8,16.2,,,
580,Annie Emily_580,2026-07-16,4,1056,84.8,15.2,,,
581,Julia Flora_581,2026-07-17,4,1122,103.1,-3.1,,,
582,Lillian Ida_582,2026-07-17,4,1014,97.7,2.3,,,
583,Margaret Irene_583,2026-07-18,4,1080,76,24,,,
584,Daisy Jan_584,2026-07-19,4,960,90,10,,,
585,Edna Joni_585,2026-07-20,4,1050,94.5,5.5,,,
586,Esther Joy_586,2026-07-21,4,1134,93.7,6.3,,,
587,Evelyn Juanita_587,2026-07-22,4,930,83.5,16.5,,,
588,Florence Kelly_588,2026-07-23,4,858,69.9,30.1,,,
589,Katherine Lydia_589,2026-07-24,4,918,87.9,12.1,,,
590,Louise Melinda_590,2026-07-25,4,1020,78,22,,,
591,Lucy Melody_591,2026-07-26,4,1002,82.1,17.9,,,
592,Marie Minnie_592,2026-07-27,4,846,84.3,15.7,,,
593,Sally Rosalie_593,2026-07-28,4,1110,97.5,2.5,,,
594,Mary Shannon_594,2026-07-29,4,924,73.2,26.8,,,
595,Margaret Sheree_595,2026-07-30,4,948,89.4,10.6,,,
596,Helen Sherri_596,2026-07-31,4,918,92.9,7.1,,,
597,Frances Violet_597,2026-08-01,4,1056,94.8,5.2,,,
598,Alice Mary_598,2026-08-02,4,936,83.8,16.2,,,
599,Olga Susan_599,2026-08-03,4,900,72,28,,,
600,Ruth Cynthia_600,2026-08-04,4,918,72.9,27.1,,,
601,Clara Debra_601,2026-08-05,4,1026,98.3,1.7,,,
602,Dorothy Linda_602,2026-08-06,4,870,75.5,24.5,,,
603,Anna Karen_603,2026-08-07,4,948,79.4,20.6,,,
604,Edith Patricia_604,2026-08-08,4,858,84.9,15.1,,,
605,Florence Deborah_605,2026-08-09,4,1008,82.4,17.6,,,
606,Maggie Cheryl_606,2026-08-10,4,864,80.2,19.8,,,
607,Rose Sharon_607,2026-08-11,4,942,99.1,0.9,,,
608,Sophie Pamela_608,2026-08-12,4,942,94.1,5.9,,,
609,Mary Barbara_609,2026-08-13,4,1104,82.2,17.8,,,
610,Margaret Carol_610,2026-08-14,4,1032,88.6,11.4,,,
611,Helen Diane_611,2026-08-15,4,1050,99.5,0.5,,,
612,Marie Sandra_612,2026-08-15,4,858,74.9,25.1,,,
613,Martha Cindy_613,2026-08-15,4,972,85.6,14.4,,,
614,Ruth Elizabeth_614,2026-08-16,4,882,76.1,23.9,,,
615,Anna Kathleen_615,2026-08-16,4,1092,106.6,-6.6,,,
616,Gertrude Nancy_616,2026-08-17,4,1092,96.6,3.4,,,
617,Julia Donna_617,2026-08-18,4,984,76.2,23.8,,,
618,Virginia Janet_618,2026-08-19,4,984,86.2,13.8,,,
619,Alice Kathy_619,2026-08-19,4,1020,88,12,,,
620,Elizabeth Laura_620,2026-08-20,4,978,100.9,-0.9,,,
621,Annie Denise_621,2026-08-21,4,990,81.5,18.5,,,
622,Clara Katherine_622,2026-08-22,4,960,70,30,,,
623,Elsie Margaret_623,2026-08-23,4,930,83.5,16.5,,,
624,Emma Teresa_624,2026-08-24,4,1014,87.7,12.3,,,
625,Sarah Brenda_625,2026-08-25,4,996,81.8,18.2,,,
626,Stella Theresa_626,2026-08-26,4,924,83.2,16.8,,,
627,Vera Anna_627,2026-08-27,4,888,91.4,8.6,,,
628,Mary Julie_628,2026-08-28,4,882,76.1,23.9,,,
629,Margaret Kimberly_629,2026-08-29,4,1026,88.3,11.7,,,
630,Dorothy Debbie_630,2026-08-30,4,1026,98.3,1.7,,,
631,Betty Lisa_631,2026-08-31,4,948,94.4,5.6,,,
632,Helen Rebecca_632,2026-09-01,4,972,95.6,4.4,,,
633,Martha Robin_633,2026-09-01,4,1026,83.3,16.7,,,
634,Virginia Rose_634,2026-09-02,4,930,88.5,11.5,,,
635,Irene Sherry_635,2026-09-03,4,996,76.8,23.2,,,
636,Elizabeth Judy_636,2026-09-04,4,912,87.6,12.4,,,
637,Emma Ruth_637,2026-09-05,4,900,67,33,,,
638,Marie Sheila_638,2026-09-06,4,1092,101.6,-1.6,,,
639,Agnes Shirley_639,2026-09-07,4,870,70.5,29.5,,,
640,Annie Kim_640,2026-09-08,4,948,89.4,10.6,,,
641,Barbara Paula_641,2026-09-09,4,1056,84.8,15.2,,,
642,Frances Catherine_642,2026-09-09,4,870,80.5,19.5,,,
643,Gladys Cathy_643,2026-09-10,4,930,78.5,21.5,,,
644,Jean Elaine_644,2026-09-10,4,930,78.5,21.5,,,
645,Louise Laurie_645,2026-09-10,4,1044,99.2,0.8,,,
646,Ann Tina_646,2026-09-10,4,1062,85.1,14.9,,,
647,Anna Vicki_647,2026-09-11,4,912,72.6,27.4,,,
648,Evelyn Ellen_648,2026-09-11,4,1128,88.4,11.6,,,
649,Josephine Janice_649,2026-09-11,4,1068,90.4,9.6,,,
650,Katherine Julia_650,2026-09-11,4,876,80.8,19.2,,,
651,Kathryn Kathryn_651,2026-09-12,4,894,86.7,13.3,,,
652,Minnie Marie_652,2026-09-12,4,840,69,31,,,
653,Ruth Marilyn_653,2026-09-12,4,882,81.1,18.9,,,
654,Vera Roberta_654,2026-09-12,4,906,97.3,2.7,,,
655,Mary Connie_655,2026-09-13,4,1068,95.4,4.6,,,
656,Margaret Darlene_656,2026-09-13,4,888,76.4,23.6,,,
657,Helen Lucy_657,2026-09-13,4,882,71.1,28.9,,,
658,Ruth Michelle_658,2026-09-13,4,930,83.5,16.5,,,
659,Martha Alice_659,2026-09-14,4,864,85.2,14.8,,,
660,Elizabeth Ann_660,2026-09-14,4,846,74.3,25.7,,,
661,Virginia Arlene_661,2026-09-15,4,960,90,10,,,
662,Florence Bonnie_662,2026-09-16,4,858,69.9,30.1,,,
663,Agnes Christine_663,2026-09-16,4,930,93.5,6.5,,,
664,Dorothy Colleen_664,2026-09-16,4,1086,101.3,-1.3,,,
665,Alice Loretta_665,2026-09-17,4,888,71.4,28.6,,,
666,Anna Martha_666,2026-09-17,4,852,79.6,20.4,,,
667,Edith Rhonda_667,2026-09-17,4,1092,96.6,3.4,,,
668,Annie Terri_668,2026-09-18,4,1032,83.6,16.4,,,
669,Betty Esther_669,2026-09-18,4,1116,92.8,7.2,,,
670,Elsie Evelyn_670,2026-09-18,4,1080,96,4,,,
671,Ethel Joan_671,2026-09-19,4,840,69,31,,,
672,Irene Joyce_672,2026-09-19,4,888,76.4,23.6,,,
673,Katie Lynn_673,2026-09-20,4,846,74.3,25.7,,,
674,Rose Marsha_674,2026-09-20,4,1074,80.7,19.3,,,
675,Frances Maureen_675,2026-09-21,4,1092,91.6,8.4,,,
676,Hazel Tammy_676,2026-09-22,4,1044,89.2,10.8,,,
677,Katherine Vickie_677,2026-09-23,4,1062,80.1,19.9,,,
678,Lorraine Wanda_678,2026-09-24,4,1098,91.9,8.1,,,
679,Patricia Bertha_679,2026-09-25,4,1116,87.8,12.2,,,
680,Mary Betty_680,2026-09-25,4,966,90.3,9.7,,,
681,Dorothy Beverly_681,2026-09-25,4,1056,84.8,15.2,,,
682,Alice Carolyn_682,2026-09-26,4,1122,93.1,6.9,,,
683,Margaret Diana_683,2026-09-27,4,966,75.3,24.7,,,
684,Annie Glenda_684,2026-09-28,4,888,71.4,28.6,,,
685,Helen Jacqueline_685,2026-09-29,4,1080,91,9,,,
686,Elizabeth Jane_686,2026-09-30,4,1032,93.6,6.4,,,
687,Virginia Jean_687,2026-10-01,4,1002,92.1,7.9,,,
688,Katherine Leslie_688,2026-10-02,4,972,85.6,14.4,,,
689,Mildred Marlene_689,2026-10-03,4,1074,95.7,4.3,,,
690,Anna Virginia_690,2026-10-04,4,1086,96.3,3.7,,,
691,Agnes Anita_691,2026-10-05,4,894,86.7,13.3,,,
692,Bessie Carrie_692,2026-10-06,4,1032,88.6,11.4,,,
693,Betty Doris_693,2026-10-07,4,900,82,18,,,
694,Elsie Helen_694,2026-10-08,4,1068,85.4,14.6,,,
695,Emma Jeanne_695,2026-10-09,4,900,82,18,,,
696,Esther Maria_696,2026-10-10,4,1110,92.5,7.5,,,
697,Jean Ramona_697,2026-10-11,4,1050,79.5,20.5,,,
698,Joan Sarah_698,2026-10-12,4,912,72.6,27.4,,,
699,Lillian Stephanie_699,2026-10-13,4,960,85,15,,,
700,Ruth Valerie_700,2026-10-14,4,1128,93.4,6.6,,,
701,Thelma Victoria_701,2026-10-15,4,954,84.7,15.3,,,
702,Mary Agnes_702,2026-10-16,4,972,85.6,14.4,,,
703,Helen Christina_703,2026-10-17,4,1134,88.7,11.3,,,
704,Alice Clara_704,2026-10-18,4,1086,101.3,-1.3,,,
705,Anna Delores_705,2026-10-19,4,912,87.6,12.4,,,
706,Margaret Dorothy_706,2026-10-19,4,864,65.2,34.8,,,
707,Martha Eileen_707,2026-10-20,4,894,86.7,13.3,,,
708,Louise Flora_708,2026-10-20,4,852,79.6,20.4,,,
709,Katherine Gail_709,2026-10-20,4,954,74.7,25.3,,,
710,Annie Lori_710,2026-10-21,4,918,77.9,22.1,,,
711,Dorothy Lynda_711,2026-10-21,4,1134,103.7,-3.7,,,
712,Elizabeth Melody_712,2026-10-21,4,1038,88.9,11.1,,,
713,Emma Patti_713,2026-10-22,4,1038,98.9,1.1,,,
714,Esther Pauline_714,2026-10-22,4,1092,96.6,3.4,,,
715,Marie Sally_715,2026-10-22,4,1008,92.4,7.6,,,
716,Ruth Sue_716,2026-10-23,4,912,82.6,17.4,,,
717,Betty Terry_717,2026-10-23,4,912,92.6,7.4,,,
718,Clara Yvonne_718,2026-10-23,4,870,90.5,9.5,,,
719,Evelyn Angela_719,2026-10-24,4,1056,84.8,15.2,,,
720,Frances Audrey_720,2026-10-24,4,1104,102.2,-2.2,,,
721,Sarah Charlene_721,2026-10-24,4,990,81.5,18.5,,,
722,Mary Dianna_722,2026-10-25,4,978,85.9,14.1,,,
723,Elizabeth Florence_723,2026-10-25,4,942,69.1,30.9,,,
724,Anna Frances_724,2026-10-25,4,1020,93,7,,,
725,Dorothy Irene_725,2026-10-25,4,900,97,3,,,
726,Helen Joann_726,2026-10-26,4,1074,95.7,4.3,,,
727,Ruth Lorna_727,2026-10-26,4,1128,98.4,1.6,,,
728,Annie Marcella_728,2026-10-27,4,1050,89.5,10.5,,,
729,Margaret Nora_729,2026-10-27,4,1062,110.1,-10.1,,,
730,Frances Norma_730,2026-10-28,4,930,88.5,11.5,,,
731,Marie Peggy_731,2026-10-28,4,1062,80.1,19.9,,,
732,Florence Rita_732,2026-10-28,4,1032,93.6,6.4,,,
733,Agnes Sheri_733,2026-10-29,4,1080,86,14,,,
734,Alice Cecelia_734,2026-10-29,4,1026,88.3,11.7,,,
735,Betty Elena_735,2026-10-29,4,1002,77.1,22.9,,,
736,Edna Emma_736,2026-10-30,4,996,86.8,13.2,,,
737,Elsie Eva_737,2026-10-30,4,846,74.3,25.7,,,
738,Ethel Georgia_738,2026-10-30,4,954,74.7,25.3,,,
739,Virginia Gloria_739,2026-10-31,4,1032,83.6,16.4,,,
740,Jean Ida_740,2026-10-31,4,1026,88.3,11.7,,,
741,Jessie Jeanette_741,2026-10-31,4,1014,82.7,17.3,,,
742,Julia Judith_742,2026-10-31,4,1092,106.6,-6.6,,,
743,Nellie Laurel_743,2026-11-01,4,1092,101.6,-1.6,,,
744,Olga Louise_744,2026-11-01,4,852,69.6,30.4,,,
745,Pauline Lydia_745,2026-11-01,4,864,75.2,24.8,,,
746,Sarah Marian_746,2026-11-02,4,936,78.8,21.2,,,
747,Mary Nellie_747,2026-11-02,4,1098,96.9,3.1,,,
748,Elizabeth Nina_748,2026-11-02,4,864,80.2,19.8,,,
749,Margaret Rachel_749,2026-11-03,4,984,91.2,8.8,,,
750,Betty Sherrie_750,2026-11-03,4,1140,94,6,,,
751,Anna Sheryl_751,2026-11-03,4,924,68.2,31.8,,,
752,Dorothy Suzanne_752,2026-11-04,4,906,82.3,17.7,,,
753,Marie Sylvia_753,2026-11-04,4,960,80,20,,,
754,Ruth Toni_754,2026-11-04,4,954,89.7,10.3,,,
755,Alice Alberta_755,2026-11-05,4,1014,77.7,22.3,,,
756,Patricia Amy_756,2026-11-05,4,1116,92.8,7.2,,,
757,Irene April_757,2026-11-05,4,942,94.1,5.9,,,
758,Mildred Bessie_758,2026-11-05,4,846,89.3,10.7,,,
759,Esther Beth_759,2026-11-06,4,864,75.2,24.8,,,
760,Ida Carla_760,2026-11-06,4,1134,98.7,1.3,,,
761,Olga Charlotte_761,2026-11-06,4,966,80.3,19.7,,,
762,Annie Dawn_762,2026-11-07,4,1056,114.8,-14.8,,,
763,Clara Gina_763,2026-11-07,4,1122,93.1,6.9,,,
764,Marjorie Holly_764,2026-11-07,4,894,81.7,18.3,,,
765,Pauline Jackie_765,2026-11-08,4,1038,83.9,16.1,,,
766,Vera Jody_766,2026-11-08,4,984,81.2,18.8,,,
767,Mary Kelly_767,2026-11-08,4,912,87.6,12.4,,,
768,Margaret Leona_768,2026-11-08,4,936,73.8,26.2,,,
769,Agnes Lorraine_769,2026-11-09,4,930,73.5,26.5,,,
770,Betty Maggie_770,2026-11-09,4,1050,94.5,5.5,,,
771,Lillian Marjorie_771,2026-11-09,4,936,68.8,31.2,,,
772,Mildred Michele_772,2026-11-10,4,918,82.9,17.1,,,
773,Esther Penny_773,2026-11-10,4,1116,102.8,-2.8,,,
774,Helen Priscilla_774,2026-11-10,4,1002,77.1,22.9,,,
775,Ruth Renee_775,2026-11-11,4,1038,88.9,11.1,,,
776,Anna Robyn_776,2026-11-11,4,894,71.7,28.3,,,
777,Dorothy Roxanne_777,2026-11-11,4,894,81.7,18.3,,,
778,Emma Stella_778,2026-11-12,4,882,76.1,23.9,,,
779,Evelyn Susie_779,2026-11-12,4,936,88.8,11.2,,,
780,Norma Tanya_780,2026-11-12,4,936,78.8,21.2,,,
781,Sarah Teri_781,2026-11-13,4,912,77.6,22.4,,,
782,Florence Thelma_782,2026-11-13,4,1074,105.7,-5.7,,,
783,Louise Mary_783,2026-11-13,4,888,76.4,23.6,,,
784,Marie Susan_784,2026-11-13,4,1038,88.9,11.1,,,
785,Pauline Karen_785,2026-11-14,4,1062,85.1,14.9,,,
786,Alice Debra_786,2026-11-14,4,1050,104.5,-4.5,,,
787,Annie Linda_787,2026-11-14,4,870,70.5,29.5,,,
788,Beatrice Donna_788,2026-11-15,4,960,80,20,,,
789,Elena Elizabeth_789,2026-11-15,4,1098,76.9,23.1,,,
790,Elsie Patricia_790,2026-11-15,4,900,77,23,,,
791,Irene Deborah_791,2026-11-16,4,1050,84.5,15.5,,,
792,Jean Cheryl_792,2026-11-16,4,960,80,20,,,
793,Katherine Barbara_793,2026-11-16,4,942,79.1,20.9,,,
794,Virginia Cynthia_794,2026-11-16,4,864,90.2,9.8,,,
795,Mary Sharon_795,2026-11-17,4,924,78.2,21.8,,,
796,Margaret Pamela_796,2026-11-17,4,978,90.9,9.1,,,
