id,user_id,date,total_duration_minutes,social_intensity_score,battery_score,user_name,user_number,day_of_week,month,month_name,week,is_exhausted,is_low_battery,is_high_battery,battery_category,intensity_group
484,zidane dhevan pratama_484,2026-05-30,912,77.6,22.4,zidane dhevan pratama,484,Saturday,5,May,22,False,False,False,Medium,70-85
485,mariyamah_485,2026-05-31,888,81.4,18.6,mariyamah,485,Sunday,5,May,22,False,True,False,Low,70-85
486,setiawan_486,2026-06-01,1020,78.0,22.0,setiawan,486,Monday,6,June,23,False,False,False,Medium,70-85
487,sutiono_487,2026-06-02,900,77.0,23.0,sutiono,487,Tuesday,6,June,23,False,False,False,Medium,70-85
488,nurhayati_488,2026-06-03,900,82.0,18.0,nurhayati,488,Wednesday,6,June,23,False,True,False,Low,70-85
489,oki aditia saputra_489,2026-06-04,1020,88.0,12.0,oki aditia saputra,489,Thursday,6,June,23,False,True,False,Low,85-100 (Tinggi)
490,hendrio junior_490,2026-06-05,1020,93.0,7.0,hendrio junior,490,Friday,6,June,23,False,True,False,Low,85-100 (Tinggi)
491,giatno_491,2026-06-06,1074,90.7,9.3,giatno,491,Saturday,6,June,23,False,True,False,Low,85-100 (Tinggi)
492,siti ngaisah_492,2026-06-07,1104,97.2,2.8,siti ngaisah,492,Sunday,6,June,23,False,True,False,Low,85-100 (Tinggi)
493,ahmad rasyid_493,2026-06-08,966,85.3,14.7,ahmad rasyid,493,Monday,6,June,24,False,True,False,Low,85-100 (Tinggi)
494,gilang nur bekti_494,2026-06-09,894,71.7,28.3,gilang nur bekti,494,Tuesday,6,June,24,False,False,False,Medium,70-85
495,abas suyatno_495,2026-06-09,1098,96.9,3.1,abas suyatno,495,Tuesday,6,June,24,False,True,False,Low,85-100 (Tinggi)
496,kholipah_496,2026-06-09,954,84.7,15.3,kholipah,496,Tuesday,6,June,24,False,True,False,Low,70-85
497,abdul kholik_497,2026-06-10,1140,100.0,-14.0,abdul kholik,497,Wednesday,6,June,24,True,True,False,Exhausted,85-100 (Tinggi)
498,dede adiyanto_498,2026-06-10,1068,90.4,9.6,dede adiyanto,498,Wednesday,6,June,24,False,True,False,Low,85-100 (Tinggi)
499,handani nurul hidayah_499,2026-06-10,1032,83.6,16.4,handani nurul hidayah,499,Wednesday,6,June,24,False,True,False,Low,70-85
500,mustofa_500,2026-06-10,1008,82.4,17.6,mustofa,500,Wednesday,6,June,24,False,True,False,Low,70-85
501,luhur gunawan_501,2026-06-11,1116,97.8,2.2,luhur gunawan,501,Thursday,6,June,24,False,True,False,Low,85-100 (Tinggi)
502,tri mandrasih_502,2026-06-11,1140,89.0,11.0,tri mandrasih,502,Thursday,6,June,24,False,True,False,Low,85-100 (Tinggi)
503,Mary Roberta_503,2026-06-12,852,69.6,30.4,Mary Roberta,503,Friday,6,June,24,False,False,False,Medium,50-70
504,Annie Sheila_504,2026-06-12,906,87.3,12.7,Annie Sheila,504,Friday,6,June,24,False,True,False,Low,85-100 (Tinggi)
505,Anna Wanda_505,2026-06-12,852,84.6,15.4,Anna Wanda,505,Friday,6,June,24,False,True,False,Low,70-85
506,Margaret Dawn_506,2026-06-13,1032,88.6,11.4,Margaret Dawn,506,Saturday,6,June,24,False,True,False,Low,85-100 (Tinggi)
507,Helen Dorothy_507,2026-06-13,894,71.7,28.3,Helen Dorothy,507,Saturday,6,June,24,False,False,False,Medium,70-85
508,Elsie Evelyn_508,2026-06-13,1074,90.7,9.3,Elsie Evelyn,508,Saturday,6,June,24,False,True,False,Low,85-100 (Tinggi)
509,Lucy Gail_509,2026-06-13,1098,86.9,13.1,Lucy Gail,509,Saturday,6,June,24,False,True,False,Low,85-100 (Tinggi)
510,Dorothy Joyce_510,2026-06-14,924,78.2,21.8,Dorothy Joyce,510,Sunday,6,June,24,False,False,False,Medium,70-85
511,Mary Louise_511,2026-06-14,1032,83.6,16.4,Mary Louise,511,Sunday,6,June,24,False,True,False,Low,70-85
512,Margaret Peggy_512,2026-06-14,1134,93.7,6.3,Margaret Peggy,512,Sunday,6,June,24,False,True,False,Low,85-100 (Tinggi)
513,Ruth Phyllis_513,2026-06-14,1104,82.2,17.8,Ruth Phyllis,513,Sunday,6,June,24,False,True,False,Low,70-85
514,Annie Sheryl_514,2026-06-15,1140,94.0,6.0,Annie Sheryl,514,Monday,6,June,25,False,True,False,Low,85-100 (Tinggi)
515,Elizabeth Susie_515,2026-06-15,936,68.8,31.2,Elizabeth Susie,515,Monday,6,June,25,False,False,False,Medium,50-70
516,Helen Toni_516,2026-06-15,1104,97.2,2.8,Helen Toni,516,Monday,6,June,25,False,True,False,Low,85-100 (Tinggi)
517,Mary Angela_517,2026-06-15,1104,97.2,2.8,Mary Angela,517,Monday,6,June,25,False,True,False,Low,85-100 (Tinggi)
518,Elsie Charlotte_518,2026-06-16,1140,89.0,11.0,Elsie Charlotte,518,Tuesday,6,June,25,False,True,False,Low,85-100 (Tinggi)
519,Agnes Sally_519,2026-06-17,888,76.4,23.6,Agnes Sally,519,Wednesday,6,June,25,False,False,False,Medium,70-85
520,Anna Wendy_520,2026-06-17,1020,93.0,7.0,Anna Wendy,520,Wednesday,6,June,25,False,True,False,Low,85-100 (Tinggi)
521,Helen Bertha_521,2026-06-18,1068,85.4,14.6,Helen Bertha,521,Thursday,6,June,25,False,True,False,Low,85-100 (Tinggi)
522,Louise Grace_522,2026-06-19,858,74.9,25.1,Louise Grace,522,Friday,6,June,25,False,False,False,Medium,70-85
523,Jean Jill_523,2026-06-19,852,74.6,25.4,Jean Jill,523,Friday,6,June,25,False,False,False,Medium,70-85
524,Ruth Karla_524,2026-06-20,954,89.7,10.3,Ruth Karla,524,Saturday,6,June,25,False,True,False,Low,85-100 (Tinggi)
525,Alice Leslie_525,2026-06-20,894,76.7,23.3,Alice Leslie,525,Saturday,6,June,25,False,False,False,Medium,70-85
526,Esther Marjorie_526,2026-06-21,864,75.2,24.8,Esther Marjorie,526,Sunday,6,June,25,False,False,False,Medium,70-85
527,Ethel Sophie_527,2026-06-22,930,83.5,16.5,Ethel Sophie,527,Monday,6,June,26,False,True,False,Low,70-85
528,Margaret Stephanie_528,2026-06-22,984,86.2,13.8,Margaret Stephanie,528,Monday,6,June,26,False,True,False,Low,85-100 (Tinggi)
529,Marie Vicky_529,2026-06-22,1116,82.8,17.2,Marie Vicky,529,Monday,6,June,26,False,True,False,Low,70-85
530,Mary Vivian_530,2026-06-23,1128,93.4,6.6,Mary Vivian,530,Tuesday,6,June,26,False,True,False,Low,85-100 (Tinggi)
531,Elizabeth Agnes_531,2026-06-23,1128,100.0,-8.4,Elizabeth Agnes,531,Tuesday,6,June,26,True,True,False,Exhausted,85-100 (Tinggi)
532,Margaret Anita_532,2026-06-24,852,79.6,20.4,Margaret Anita,532,Wednesday,6,June,26,False,False,False,Medium,70-85
533,Helen Edna_533,2026-06-24,972,80.6,19.4,Helen Edna,533,Wednesday,6,June,26,False,True,False,Low,70-85
534,Alice Glenda_534,2026-06-25,846,69.3,30.7,Alice Glenda,534,Thursday,6,June,26,False,False,False,Medium,50-70
535,Annie Gwendolyn_535,2026-06-26,858,79.9,20.1,Annie Gwendolyn,535,Friday,6,June,26,False,False,False,Medium,70-85
536,Louise Jeanne_536,2026-06-26,996,91.8,8.2,Louise Jeanne,536,Friday,6,June,26,False,True,False,Low,85-100 (Tinggi)
537,Mary Joan_537,2026-06-26,942,79.1,20.9,Mary Joan,537,Friday,6,June,26,False,False,False,Medium,70-85
538,Margaret Joann_538,2026-06-26,1140,84.0,16.0,Margaret Joann,538,Friday,6,June,26,False,True,False,Low,70-85
539,Alice June_539,2026-06-27,948,94.4,5.6,Alice June,539,Saturday,6,June,26,False,True,False,Low,85-100 (Tinggi)
540,Annie Lucy_540,2026-06-27,1014,87.7,12.3,Annie Lucy,540,Saturday,6,June,26,False,True,False,Low,85-100 (Tinggi)
541,Elizabeth Marlene_541,2026-06-27,1104,92.2,7.8,Elizabeth Marlene,541,Saturday,6,June,26,False,True,False,Low,85-100 (Tinggi)
542,Helen Maureen_542,2026-06-28,912,92.6,7.4,Helen Maureen,542,Sunday,6,June,26,False,True,False,Low,85-100 (Tinggi)
543,Clara Pauline_543,2026-06-28,864,80.2,19.8,Clara Pauline,543,Sunday,6,June,26,False,True,False,Low,70-85
544,Dorothy Ramona_544,2026-06-29,972,90.6,9.4,Dorothy Ramona,544,Monday,6,June,27,False,True,False,Low,85-100 (Tinggi)
545,Martha Rosemary_545,2026-06-29,1080,100.0,-1.0,Martha Rosemary,545,Monday,6,June,27,True,True,False,Exhausted,85-100 (Tinggi)
546,Agnes Sarah_546,2026-06-29,1128,83.4,16.6,Agnes Sarah,546,Monday,6,June,27,False,True,False,Low,70-85
547,Esther Sherry_547,2026-06-30,852,59.6,40.4,Esther Sherry,547,Tuesday,6,June,27,False,False,False,Medium,50-70
548,Frances Shirley_548,2026-06-30,1056,94.8,5.2,Frances Shirley,548,Tuesday,6,June,27,False,True,False,Low,85-100 (Tinggi)
549,Julia Suzanne_549,2026-06-30,870,75.5,24.5,Julia Suzanne,549,Tuesday,6,June,27,False,False,False,Medium,70-85
550,Lillian Sylvia_550,2026-07-01,960,85.0,15.0,Lillian Sylvia,550,Wednesday,7,July,27,False,True,False,Low,70-85
551,Mildred Terry_551,2026-07-01,1080,100.0,-1.0,Mildred Terry,551,Wednesday,7,July,27,True,True,False,Exhausted,85-100 (Tinggi)
552,Pauline Valerie_552,2026-07-02,1038,98.9,1.1,Pauline Valerie,552,Thursday,7,July,27,False,True,False,Low,85-100 (Tinggi)
553,Mary Verna_553,2026-07-03,1092,91.6,8.4,Mary Verna,553,Friday,7,July,27,False,True,False,Low,85-100 (Tinggi)
554,Alice Billie_554,2026-07-03,1104,92.2,7.8,Alice Billie,554,Friday,7,July,27,False,True,False,Low,85-100 (Tinggi)
555,Helen Christina_555,2026-07-03,984,86.2,13.8,Helen Christina,555,Friday,7,July,27,False,True,False,Low,85-100 (Tinggi)
556,Anna Debora_556,2026-07-04,924,83.2,16.8,Anna Debora,556,Saturday,7,July,27,False,True,False,Low,70-85
557,Dorothy Dolores_557,2026-07-04,918,87.9,12.1,Dorothy Dolores,557,Saturday,7,July,27,False,True,False,Low,85-100 (Tinggi)
558,Margaret Eva_558,2026-07-04,894,76.7,23.3,Margaret Eva,558,Saturday,7,July,27,False,False,False,Medium,70-85
559,Ruth Florence_559,2026-07-05,900,82.0,18.0,Ruth Florence,559,Sunday,7,July,27,False,True,False,Low,70-85
560,Elizabeth Geraldine_560,2026-07-05,1116,100.0,-2.8,Elizabeth Geraldine,560,Sunday,7,July,27,True,True,False,Exhausted,85-100 (Tinggi)
561,Frances Jacqueline_561,2026-07-05,906,82.3,17.7,Frances Jacqueline,561,Sunday,7,July,27,False,True,False,Low,70-85
562,Katherine Jennifer_562,2026-07-06,912,87.6,12.4,Katherine Jennifer,562,Monday,7,July,28,False,True,False,Low,85-100 (Tinggi)
563,Martha Jo_563,2026-07-06,1032,83.6,16.4,Martha Jo,563,Monday,7,July,28,False,True,False,Low,70-85
564,Annie Kerry_564,2026-07-06,864,70.2,29.8,Annie Kerry,564,Monday,7,July,28,False,False,False,Medium,70-85
565,Clara Lillian_565,2026-07-07,1056,89.8,10.2,Clara Lillian,565,Tuesday,7,July,28,False,True,False,Low,85-100 (Tinggi)
566,Emma Loretta_566,2026-07-07,882,71.1,28.9,Emma Loretta,566,Tuesday,7,July,28,False,False,False,Medium,70-85
567,Hazel Lorraine_567,2026-07-08,858,69.9,30.1,Hazel Lorraine,567,Wednesday,7,July,28,False,False,False,Medium,50-70
568,Julia Maxine_568,2026-07-08,1026,88.3,11.7,Julia Maxine,568,Wednesday,7,July,28,False,True,False,Low,85-100 (Tinggi)
569,Marie Michele_569,2026-07-09,930,83.5,16.5,Marie Michele,569,Thursday,7,July,28,False,True,False,Low,70-85
570,Minnie Mildred_570,2026-07-09,978,80.9,19.1,Minnie Mildred,570,Thursday,7,July,28,False,True,False,Low,70-85
571,Pauline Norma_571,2026-07-10,924,78.2,21.8,Pauline Norma,571,Friday,7,July,28,False,False,False,Medium,70-85
572,Mary Renee_572,2026-07-10,1098,100.0,-1.9,Mary Renee,572,Friday,7,July,28,True,True,False,Exhausted,85-100 (Tinggi)
573,Helen Sheri_573,2026-07-11,1050,94.5,5.5,Helen Sheri,573,Saturday,7,July,28,False,True,False,Low,85-100 (Tinggi)
574,Dorothy Victoria_574,2026-07-12,966,85.3,14.7,Dorothy Victoria,574,Sunday,7,July,28,False,True,False,Low,85-100 (Tinggi)
575,Frances Yvonne_575,2026-07-13,936,83.8,16.2,Frances Yvonne,575,Monday,7,July,29,False,True,False,Low,70-85
576,Ruth Becky_576,2026-07-14,954,84.7,15.3,Ruth Becky,576,Tuesday,7,July,29,False,True,False,Low,70-85
577,Alice Cathleen_577,2026-07-15,1122,98.1,1.9,Alice Cathleen,577,Wednesday,7,July,29,False,True,False,Low,85-100 (Tinggi)
578,Anna Claudia_578,2026-07-16,1122,83.1,16.9,Anna Claudia,578,Thursday,7,July,29,False,True,False,Low,70-85
579,Agnes Eleanor_579,2026-07-16,936,83.8,16.2,Agnes Eleanor,579,Thursday,7,July,29,False,True,False,Low,70-85
580,Annie Emily_580,2026-07-16,1056,84.8,15.2,Annie Emily,580,Thursday,7,July,29,False,True,False,Low,70-85
581,Julia Flora_581,2026-07-17,1122,100.0,-3.1,Julia Flora,581,Friday,7,July,29,True,True,False,Exhausted,85-100 (Tinggi)
582,Lillian Ida_582,2026-07-17,1014,97.7,2.3,Lillian Ida,582,Friday,7,July,29,False,True,False,Low,85-100 (Tinggi)
583,Margaret Irene_583,2026-07-18,1080,76.0,24.0,Margaret Irene,583,Saturday,7,July,29,False,False,False,Medium,70-85
584,Daisy Jan_584,2026-07-19,960,90.0,10.0,Daisy Jan,584,Sunday,7,July,29,False,True,False,Low,85-100 (Tinggi)
585,Edna Joni_585,2026-07-20,1050,94.5,5.5,Edna Joni,585,Monday,7,July,30,False,True,False,Low,85-100 (Tinggi)
586,Esther Joy_586,2026-07-21,1134,93.7,6.3,Esther Joy,586,Tuesday,7,July,30,False,True,False,Low,85-100 (Tinggi)
587,Evelyn Juanita_587,2026-07-22,930,83.5,16.5,Evelyn Juanita,587,Wednesday,7,July,30,False,True,False,Low,70-85
588,Florence Kelly_588,2026-07-23,858,69.9,30.1,Florence Kelly,588,Thursday,7,July,30,False,False,False,Medium,50-70
589,Katherine Lydia_589,2026-07-24,918,87.9,12.1,Katherine Lydia,589,Friday,7,July,30,False,True,False,Low,85-100 (Tinggi)
590,Louise Melinda_590,2026-07-25,1020,78.0,22.0,Louise Melinda,590,Saturday,7,July,30,False,False,False,Medium,70-85
591,Lucy Melody_591,2026-07-26,1002,82.1,17.9,Lucy Melody,591,Sunday,7,July,30,False,True,False,Low,70-85
592,Marie Minnie_592,2026-07-27,846,84.3,15.7,Marie Minnie,592,Monday,7,July,31,False,True,False,Low,70-85
593,Sally Rosalie_593,2026-07-28,1110,97.5,2.5,Sally Rosalie,593,Tuesday,7,July,31,False,True,False,Low,85-100 (Tinggi)
594,Mary Shannon_594,2026-07-29,924,73.2,26.8,Mary Shannon,594,Wednesday,7,July,31,False,False,False,Medium,70-85
595,Margaret Sheree_595,2026-07-30,948,89.4,10.6,Margaret Sheree,595,Thursday,7,July,31,False,True,False,Low,85-100 (Tinggi)
596,Helen Sherri_596,2026-07-31,918,92.9,7.1,Helen Sherri,596,Friday,7,July,31,False,True,False,Low,85-100 (Tinggi)
597,Frances Violet_597,2026-08-01,1056,94.8,5.2,Frances Violet,597,Saturday,8,August,31,False,True,False,Low,85-100 (Tinggi)
598,Alice Mary_598,2026-08-02,936,83.8,16.2,Alice Mary,598,Sunday,8,August,31,False,True,False,Low,70-85
599,Olga Susan_599,2026-08-03,900,72.0,28.0,Olga Susan,599,Monday,8,August,32,False,False,False,Medium,70-85
600,Ruth Cynthia_600,2026-08-04,918,72.9,27.1,Ruth Cynthia,600,Tuesday,8,August,32,False,False,False,Medium,70-85
601,Clara Debra_601,2026-08-05,1026,98.3,1.7,Clara Debra,601,Wednesday,8,August,32,False,True,False,Low,85-100 (Tinggi)
602,Dorothy Linda_602,2026-08-06,870,75.5,24.5,Dorothy Linda,602,Thursday,8,August,32,False,False,False,Medium,70-85
603,Anna Karen_603,2026-08-07,948,79.4,20.6,Anna Karen,603,Friday,8,August,32,False,False,False,Medium,70-85
604,Edith Patricia_604,2026-08-08,858,84.9,15.1,Edith Patricia,604,Saturday,8,August,32,False,True,False,Low,70-85
605,Florence Deborah_605,2026-08-09,1008,82.4,17.6,Florence Deborah,605,Sunday,8,August,32,False,True,False,Low,70-85
606,Maggie Cheryl_606,2026-08-10,864,80.2,19.8,Maggie Cheryl,606,Monday,8,August,33,False,True,False,Low,70-85
607,Rose Sharon_607,2026-08-11,942,99.1,0.9,Rose Sharon,607,Tuesday,8,August,33,False,True,False,Low,85-100 (Tinggi)
608,Sophie Pamela_608,2026-08-12,942,94.1,5.9,Sophie Pamela,608,Wednesday,8,August,33,False,True,False,Low,85-100 (Tinggi)
609,Mary Barbara_609,2026-08-13,1104,82.2,17.8,Mary Barbara,609,Thursday,8,August,33,False,True,False,Low,70-85
610,Margaret Carol_610,2026-08-14,1032,88.6,11.4,Margaret Carol,610,Friday,8,August,33,False,True,False,Low,85-100 (Tinggi)
611,Helen Diane_611,2026-08-15,1050,99.5,0.5,Helen Diane,611,Saturday,8,August,33,False,True,False,Low,85-100 (Tinggi)
612,Marie Sandra_612,2026-08-15,858,74.9,25.1,Marie Sandra,612,Saturday,8,August,33,False,False,False,Medium,70-85
613,Martha Cindy_613,2026-08-15,972,85.6,14.4,Martha Cindy,613,Saturday,8,August,33,False,True,False,Low,85-100 (Tinggi)
614,Ruth Elizabeth_614,2026-08-16,882,76.1,23.9,Ruth Elizabeth,614,Sunday,8,August,33,False,False,False,Medium,70-85
615,Anna Kathleen_615,2026-08-16,1092,100.0,-6.6,Anna Kathleen,615,Sunday,8,August,33,True,True,False,Exhausted,85-100 (Tinggi)
616,Gertrude Nancy_616,2026-08-17,1092,96.6,3.4,Gertrude Nancy,616,Monday,8,August,34,False,True,False,Low,85-100 (Tinggi)
617,Julia Donna_617,2026-08-18,984,76.2,23.8,Julia Donna,617,Tuesday,8,August,34,False,False,False,Medium,70-85
618,Virginia Janet_618,2026-08-19,984,86.2,13.8,Virginia Janet,618,Wednesday,8,August,34,False,True,False,Low,85-100 (Tinggi)
619,Alice Kathy_619,2026-08-19,1020,88.0,12.0,Alice Kathy,619,Wednesday,8,August,34,False,True,False,Low,85-100 (Tinggi)
620,Elizabeth Laura_620,2026-08-20,978,100.0,-0.9,Elizabeth Laura,620,Thursday,8,August,34,True,True,False,Exhausted,85-100 (Tinggi)
621,Annie Denise_621,2026-08-21,990,81.5,18.5,Annie Denise,621,Friday,8,August,34,False,True,False,Low,70-85
622,Clara Katherine_622,2026-08-22,960,70.0,30.0,Clara Katherine,622,Saturday,8,August,34,False,False,False,Medium,50-70
623,Elsie Margaret_623,2026-08-23,930,83.5,16.5,Elsie Margaret,623,Sunday,8,August,34,False,True,False,Low,70-85
624,Emma Teresa_624,2026-08-24,1014,87.7,12.3,Emma Teresa,624,Monday,8,August,35,False,True,False,Low,85-100 (Tinggi)
625,Sarah Brenda_625,2026-08-25,996,81.8,18.2,Sarah Brenda,625,Tuesday,8,August,35,False,True,False,Low,70-85
626,Stella Theresa_626,2026-08-26,924,83.2,16.8,Stella Theresa,626,Wednesday,8,August,35,False,True,False,Low,70-85
627,Vera Anna_627,2026-08-27,888,91.4,8.6,Vera Anna,627,Thursday,8,August,35,False,True,False,Low,85-100 (Tinggi)
628,Mary Julie_628,2026-08-28,882,76.1,23.9,Mary Julie,628,Friday,8,August,35,False,False,False,Medium,70-85
629,Margaret Kimberly_629,2026-08-29,1026,88.3,11.7,Margaret Kimberly,629,Saturday,8,August,35,False,True,False,Low,85-100 (Tinggi)
630,Dorothy Debbie_630,2026-08-30,1026,98.3,1.7,Dorothy Debbie,630,Sunday,8,August,35,False,True,False,Low,85-100 (Tinggi)
631,Betty Lisa_631,2026-08-31,948,94.4,5.6,Betty Lisa,631,Monday,8,August,36,False,True,False,Low,85-100 (Tinggi)
632,Helen Rebecca_632,2026-09-01,972,95.6,4.4,Helen Rebecca,632,Tuesday,9,September,36,False,True,False,Low,85-100 (Tinggi)
633,Martha Robin_633,2026-09-01,1026,83.3,16.7,Martha Robin,633,Tuesday,9,September,36,False,True,False,Low,70-85
634,Virginia Rose_634,2026-09-02,930,88.5,11.5,Virginia Rose,634,Wednesday,9,September,36,False,True,False,Low,85-100 (Tinggi)
635,Irene Sherry_635,2026-09-03,996,76.8,23.2,Irene Sherry,635,Thursday,9,September,36,False,False,False,Medium,70-85
636,Elizabeth Judy_636,2026-09-04,912,87.6,12.4,Elizabeth Judy,636,Friday,9,September,36,False,True,False,Low,85-100 (Tinggi)
637,Emma Ruth_637,2026-09-05,900,67.0,33.0,Emma Ruth,637,Saturday,9,September,36,False,False,False,Medium,50-70
638,Marie Sheila_638,2026-09-06,1092,100.0,-1.6,Marie Sheila,638,Sunday,9,September,36,True,True,False,Exhausted,85-100 (Tinggi)
639,Agnes Shirley_639,2026-09-07,870,70.5,29.5,Agnes Shirley,639,Monday,9,September,37,False,False,False,Medium,70-85
640,Annie Kim_640,2026-09-08,948,89.4,10.6,Annie Kim,640,Tuesday,9,September,37,False,True,False,Low,85-100 (Tinggi)
641,Barbara Paula_641,2026-09-09,1056,84.8,15.2,Barbara Paula,641,Wednesday,9,September,37,False,True,False,Low,70-85
642,Frances Catherine_642,2026-09-09,870,80.5,19.5,Frances Catherine,642,Wednesday,9,September,37,False,True,False,Low,70-85
643,Gladys Cathy_643,2026-09-10,930,78.5,21.5,Gladys Cathy,643,Thursday,9,September,37,False,False,False,Medium,70-85
644,Jean Elaine_644,2026-09-10,930,78.5,21.5,Jean Elaine,644,Thursday,9,September,37,False,False,False,Medium,70-85
645,Louise Laurie_645,2026-09-10,1044,99.2,0.8,Louise Laurie,645,Thursday,9,September,37,False,True,False,Low,85-100 (Tinggi)
646,Ann Tina_646,2026-09-10,1062,85.1,14.9,Ann Tina,646,Thursday,9,September,37,False,True,False,Low,85-100 (Tinggi)
647,Anna Vicki_647,2026-09-11,912,72.6,27.4,Anna Vicki,647,Friday,9,September,37,False,False,False,Medium,70-85
648,Evelyn Ellen_648,2026-09-11,1128,88.4,11.6,Evelyn Ellen,648,Friday,9,September,37,False,True,False,Low,85-100 (Tinggi)
649,Josephine Janice_649,2026-09-11,1068,90.4,9.6,Josephine Janice,649,Friday,9,September,37,False,True,False,Low,85-100 (Tinggi)
650,Katherine Julia_650,2026-09-11,876,80.8,19.2,Katherine Julia,650,Friday,9,September,37,False,True,False,Low,70-85
651,Kathryn Kathryn_651,2026-09-12,894,86.7,13.3,Kathryn Kathryn,651,Saturday,9,September,37,False,True,False,Low,85-100 (Tinggi)
652,Minnie Marie_652,2026-09-12,840,69.0,31.0,Minnie Marie,652,Saturday,9,September,37,False,False,False,Medium,50-70
653,Ruth Marilyn_653,2026-09-12,882,81.1,18.9,Ruth Marilyn,653,Saturday,9,September,37,False,True,False,Low,70-85
654,Vera Roberta_654,2026-09-12,906,97.3,2.7,Vera Roberta,654,Saturday,9,September,37,False,True,False,Low,85-100 (Tinggi)
655,Mary Connie_655,2026-09-13,1068,95.4,4.6,Mary Connie,655,Sunday,9,September,37,False,True,False,Low,85-100 (Tinggi)
656,Margaret Darlene_656,2026-09-13,888,76.4,23.6,Margaret Darlene,656,Sunday,9,September,37,False,False,False,Medium,70-85
657,Helen Lucy_657,2026-09-13,882,71.1,28.9,Helen Lucy,657,Sunday,9,September,37,False,False,False,Medium,70-85
658,Ruth Michelle_658,2026-09-13,930,83.5,16.5,Ruth Michelle,658,Sunday,9,September,37,False,True,False,Low,70-85
659,Martha Alice_659,2026-09-14,864,85.2,14.8,Martha Alice,659,Monday,9,September,38,False,True,False,Low,85-100 (Tinggi)
660,Elizabeth Ann_660,2026-09-14,846,74.3,25.7,Elizabeth Ann,660,Monday,9,September,38,False,False,False,Medium,70-85
661,Virginia Arlene_661,2026-09-15,960,90.0,10.0,Virginia Arlene,661,Tuesday,9,September,38,False,True,False,Low,85-100 (Tinggi)
662,Florence Bonnie_662,2026-09-16,858,69.9,30.1,Florence Bonnie,662,Wednesday,9,September,38,False,False,False,Medium,50-70
663,Agnes Christine_663,2026-09-16,930,93.5,6.5,Agnes Christine,663,Wednesday,9,September,38,False,True,False,Low,85-100 (Tinggi)
664,Dorothy Colleen_664,2026-09-16,1086,100.0,-1.3,Dorothy Colleen,664,Wednesday,9,September,38,True,True,False,Exhausted,85-100 (Tinggi)
665,Alice Loretta_665,2026-09-17,888,71.4,28.6,Alice Loretta,665,Thursday,9,September,38,False,False,False,Medium,70-85
666,Anna Martha_666,2026-09-17,852,79.6,20.4,Anna Martha,666,Thursday,9,September,38,False,False,False,Medium,70-85
667,Edith Rhonda_667,2026-09-17,1092,96.6,3.4,Edith Rhonda,667,Thursday,9,September,38,False,True,False,Low,85-100 (Tinggi)
668,Annie Terri_668,2026-09-18,1032,83.6,16.4,Annie Terri,668,Friday,9,September,38,False,True,False,Low,70-85
669,Betty Esther_669,2026-09-18,1116,92.8,7.2,Betty Esther,669,Friday,9,September,38,False,True,False,Low,85-100 (Tinggi)
670,Elsie Evelyn_670,2026-09-18,1080,96.0,4.0,Elsie Evelyn,670,Friday,9,September,38,False,True,False,Low,85-100 (Tinggi)
671,Ethel Joan_671,2026-09-19,840,69.0,31.0,Ethel Joan,671,Saturday,9,September,38,False,False,False,Medium,50-70
672,Irene Joyce_672,2026-09-19,888,76.4,23.6,Irene Joyce,672,Saturday,9,September,38,False,False,False,Medium,70-85
673,Katie Lynn_673,2026-09-20,846,74.3,25.7,Katie Lynn,673,Sunday,9,September,38,False,False,False,Medium,70-85
674,Rose Marsha_674,2026-09-20,1074,80.7,19.3,Rose Marsha,674,Sunday,9,September,38,False,True,False,Low,70-85
675,Frances Maureen_675,2026-09-21,1092,91.6,8.4,Frances Maureen,675,Monday,9,September,39,False,True,False,Low,85-100 (Tinggi)
676,Hazel Tammy_676,2026-09-22,1044,89.2,10.8,Hazel Tammy,676,Tuesday,9,September,39,False,True,False,Low,85-100 (Tinggi)
677,Katherine Vickie_677,2026-09-23,1062,80.1,19.9,Katherine Vickie,677,Wednesday,9,September,39,False,True,False,Low,70-85
678,Lorraine Wanda_678,2026-09-24,1098,91.9,8.1,Lorraine Wanda,678,Thursday,9,September,39,False,True,False,Low,85-100 (Tinggi)
679,Patricia Bertha_679,2026-09-25,1116,87.8,12.2,Patricia Bertha,679,Friday,9,September,39,False,True,False,Low,85-100 (Tinggi)
680,Mary Betty_680,2026-09-25,966,90.3,9.7,Mary Betty,680,Friday,9,September,39,False,True,False,Low,85-100 (Tinggi)
681,Dorothy Beverly_681,2026-09-25,1056,84.8,15.2,Dorothy Beverly,681,Friday,9,September,39,False,True,False,Low,70-85
682,Alice Carolyn_682,2026-09-26,1122,93.1,6.9,Alice Carolyn,682,Saturday,9,September,39,False,True,False,Low,85-100 (Tinggi)
683,Margaret Diana_683,2026-09-27,966,75.3,24.7,Margaret Diana,683,Sunday,9,September,39,False,False,False,Medium,70-85
684,Annie Glenda_684,2026-09-28,888,71.4,28.6,Annie Glenda,684,Monday,9,September,40,False,False,False,Medium,70-85
685,Helen Jacqueline_685,2026-09-29,1080,91.0,9.0,Helen Jacqueline,685,Tuesday,9,September,40,False,True,False,Low,85-100 (Tinggi)
686,Elizabeth Jane_686,2026-09-30,1032,93.6,6.4,Elizabeth Jane,686,Wednesday,9,September,40,False,True,False,Low,85-100 (Tinggi)
