id,user_id,date,total_events,total_duration_minutes,social_intensity_score,battery_score,AI_Insight,AI_Score_Explanation,Recovery_Suggestion,user_name,user_number,day_of_week,month,month_name,week,is_exhausted,is_low_battery,is_medium_battery,is_high_battery,battery_category_3,hari_ini,kelompok_intensitas
490.0,hendrio junior_490,2026-06-05,4,1019.9999999999998,53.0,47.0,"Hai! 💤 Energimu hari ini sedang benar-benar di titik terbawah. Dengan 4 kegiatan total 1019 menit, tubuh dan pikiranmu sudah bekerja keras. Sekarang saatnya mendengarkan dirimu sendiri dan beristirahat dengan sepenuh hati. 🧸",Kenapa skormu 47.0? Karena hari ini memang sangat padat. Kamu melewati 4 kegiatan (1019 menit) dengan intensitas interaksi di 53.0. Itu jumlah yang sangat besar yang perlu diakui dan dihormati. 🧸,"Melihat kondisi bateraimu, aku menyarankan untuk merelokasi Aktivitas yang bisa digeser (15:00–16:00). Memaksakan diri saat energi sudah terkuras justru bisa membuat pemulihanmu makin lama. Istirahat sekarang itu investasi untuk besok. 🧸🤎",hendrio junior,490,Friday,6,June,23,False,True,False,False,Low (<50),Jumat,50-80 (Tinggi)
491.0,giatno_491,2026-06-06,3,1074.0,47.4,52.6,"Hi! 💫 Bateraimu sedang berjalan di tengah jalur nih. Kamu udah melewati 3 aktivitas (1074 menit) dan itu luar biasa. Tapi, sudah saatnya mulai pikirkan juga cara mengisi energimu kembali. Sedikit waktu sendiri bisa sangat menyegarkan! 🌿","Skor 52.6/100 ini muncul karena ada 3 kegiatan (1074 menit) yang perlu kamu lalui hari ini. Dengan social intensity 47.4, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐","Jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya adalah hadiahmu hari ini. Gunakan sepenuhnya untuk dirimu sendiri sebelum Aktivitas selanjutnya. Jauhkan notifikasi, fokus pada napasmu. 🍵",giatno,491,Saturday,6,June,23,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
492.0,siti ngaisah_492,2026-06-07,1,1104.0,49.9,50.1,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 1 kegiatan total 1104 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨",Kenapa bateraimu di skor 50.1? Karena 1 agenda hari ini (total 1104 menit) dengan tingkat intensitas 49.9 sudah cukup memberikan 'beban' sosial. Ini sinyal untuk mulai memperhatikan kebutuhan istirahatmu. 🍃,"Ada 30 menit istirahat yang menunggumu di 12:00–12:30 setelah Aktivitas sebelumnya. Ini bukan kemewahan, ini kebutuhan! Masuk ke Aktivitas selanjutnya dengan lebih segar setelah kamu benar-benar recharge. 🎐",siti ngaisah,492,Sunday,6,June,23,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
493.0,ahmad rasyid_493,2026-06-08,3,966.0,45.6,54.4,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 3 aktivitas dengan total 966 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Skor 54.4/100 ini muncul karena ada 3 kegiatan (966 menit) yang perlu kamu lalui hari ini. Dengan social intensity 45.6, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐","Ini momennya! Ada 30 menit luang di 12:00–12:30, tepat setelah Aktivitas sebelumnya. Sebelum Aktivitas selanjutnya, gunakan jeda ini untuk melakukan sesuatu yang menenangkan — minum air putih, tarik napas panjang, atau sekadar diam. 🌿",ahmad rasyid,493,Monday,6,June,24,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
494.0,gilang nur bekti_494,2026-06-09,1,894.0,31.4,68.6,"Hei! 🕯️ Sepertinya hari ini cukup sibuk untukmu. Dengan 1 kegiatan (894 menit total), energi sosialmu mulai berjalan di jalur tengah. Itu sinyal bagus supaya kamu ingat untuk beristirahat sejenak. 💛","Skor 68.6/100 ini muncul karena ada 1 kegiatan (894 menit) yang perlu kamu lalui hari ini. Dengan social intensity 31.4, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐",Yuk manfaatkan slot 30 menit di 12:00–12:30 yang ada setelah Aktivitas sebelumnya. Istirahat ringan sebelum Aktivitas selanjutnya bisa jadi perbedaan besar antara hadir secara penuh atau setengah-setengah. ✨,gilang nur bekti,494,Tuesday,6,June,24,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
495.0,abas suyatno_495,2026-06-09,4,1098.0,54.3,45.7,"Hi! 🫂 Baterai sosialmu lagi sangat butuh perhatian ekstra. Ada 4 agenda (1098 menit) yang sudah kamu hadapi hari ini, dan itu bukan jumlah yang sedikit. Kamu sudah sangat kuat, sekarang waktunya memberi dirimu sendiri hadiah berupa istirahat. 🌿","Kenapa bateraimu di skor serendah 45.7? Karena 4 agenda (1098 menit) dengan intensitas 54.3 adalah kombinasi yang sangat menguras energi sosial. Ini bukan kegagalan, ini tanda bahwa kamu sudah memberikan banyak sekali hari ini. 🤎",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,abas suyatno,495,Tuesday,6,June,24,False,True,False,False,Low (<50),Selasa,50-80 (Tinggi)
496.0,kholipah_496,2026-06-09,2,954.0,43.9,56.1,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 2 aktivitas dengan total 953 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Skor 56.1/100 menggambarkan kondisi baterai yang sedang dalam transisi. Kamu punya 2 kegiatan (953 menit) dan intensitas interaksi 43.9. Bukan zona bahaya, tapi juga bukan zona nyaman penuh. Sudah saatnya peduli sama energimu. 🤎","Ini momennya! Ada 30 menit luang di 12:00–12:30, tepat setelah Aktivitas sebelumnya. Sebelum Aktivitas selanjutnya, gunakan jeda ini untuk melakukan sesuatu yang menenangkan — minum air putih, tarik napas panjang, atau sekadar diam. 🌿",kholipah,496,Tuesday,6,June,24,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
497.0,abdul kholik_497,2026-06-10,4,1140.0,70.0,30.0,Halo! 🛋️ Hari ini sepertinya cukup berat buat kamu. Ada 4 kegiatan (1140 menit) yang sudah menguras energimu. Sangat oke kalau kamu mau mengambil jarak sebentar dari interaksi dan memberi ruang buat dirimu sendiri. 💛,Score 30.0/100 mencerminkan kondisi yang perlu mendapat perhatian serius. Faktor utamanya: 4 kegiatan (1140 menit) dan social intensity 70.0. Beban sosial yang sangat tinggi ini adalah alasan kuat untuk prioritaskan istirahat malam ini. 🛌,"Bateraimu sudah sangat rendah, dan itu artinya sudah waktunya untuk berhenti. Kalau bisa, geser Aktivitas yang bisa digeser (15:00–16:00) ke hari lain. Kamu nggak bisa menuangkan air dari gelas yang kosong — isi dirimu dulu. 🌿",abdul kholik,497,Wednesday,6,June,24,False,True,False,False,Low (<50),Rabu,50-80 (Tinggi)
498.0,dede adiyanto_498,2026-06-10,6,1068.0,51.8,48.2,"Hi! 🕯️ Energi sosialmu sedang benar-benar butuh diisi ulang hari ini. Dengan 6 agenda (1068 menit), wajar banget kalau kamu merasa kelelahan. Nggak apa-apa lho kalau kamu butuh istirahat total. Kamu sudah melakukan banyak hal hari ini. 🤎",Score 48.2 terbentuk dari beban sosial yang cukup besar hari ini. Ada 6 aktivitas (1068 menit total) dengan social intensity tinggi di 51.8. Kombinasi ini adalah alasan utama kenapa bateraimu terasa terkuras. 🌧️,"Bateraimu sudah sangat rendah, dan itu artinya sudah waktunya untuk berhenti. Kalau bisa, geser Aktivitas yang bisa digeser (15:00–16:00) ke hari lain. Kamu nggak bisa menuangkan air dari gelas yang kosong — isi dirimu dulu. 🌿",dede adiyanto,498,Wednesday,6,June,24,False,True,False,False,Low (<50),Rabu,50-80 (Tinggi)
499.0,handani nurul hidayah_499,2026-06-10,1,1032.0,38.7,61.3,"Hai! 🌿 Baterai sosialmu hari ini ada di titik yang perlu sedikit perhatian. Kamu punya 1 aktivitas (1032 menit), dan tubuhmu mungkin sudah mulai berbisik minta jeda. Dengerin aja, nggak ada yang akan kecewa kalau kamu istirahat sebentar. 🤎","Score 61.3 mencerminkan hari yang cukup padat, tapi masih manageable. Dengan 1 aktivitas (1032 menit total) dan tingkat intensitas 38.7, sistem mendeteksi energimu sudah mulai terkuras di level menengah. 🌿","Yuk, ambil napas sejenak! Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Sebelum lanjut ke Aktivitas selanjutnya, coba jauhkan diri dari layar dan duduk tenang sebentar. Kamu layak mendapat jeda itu. 🕯️",handani nurul hidayah,499,Wednesday,6,June,24,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
500.0,mustofa_500,2026-06-10,3,1007.9999999999998,41.3,58.7,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 3 aktivitas dengan total 1007 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Angka 58.7/100 ini adalah cerminan dari jadwal yang lumayan penuh. Kamu sudah melewati 3 aktivitas (1007 menit) dengan intensitas sosial di 41.3. Itu bukan angka kecil, dan wajar kalau energimu mulai terasa berkurang. 💙","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",mustofa,500,Wednesday,6,June,24,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
501.0,luhur gunawan_501,2026-06-11,4,1116.0,54.6,45.4,"Hai! 💤 Energimu hari ini sedang benar-benar di titik terbawah. Dengan 4 kegiatan total 1116 menit, tubuh dan pikiranmu sudah bekerja keras. Sekarang saatnya mendengarkan dirimu sendiri dan beristirahat dengan sepenuh hati. 🧸","Skor 45.4/100 ini mencerminkan hari yang memang berat secara sosial. Dengan 4 agenda (1116 menit) dan intensitas interaksi 54.6, energimu sudah banyak terpakai. Ini penjelasan yang paling jujur: kamu butuh istirahat. 🕯️",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,luhur gunawan,501,Thursday,6,June,24,False,True,False,False,Low (<50),Kamis,50-80 (Tinggi)
502.0,tri mandrasih_502,2026-06-11,6,1140.0,48.0,52.0,"Hi! ☕ Energi sosialmu hari ini berada di tengah-tengah. Dengan 6 kegiatan (1140 menit), wajar kalau kamu mulai merasakan sedikit lelah. Nggak apa-apa, kamu masih bisa manage ini dengan baik. 🤎","Kenapa skornya 52.0? Karena harimu cukup terisi secara sosial. Ada 6 agenda yang mengambil total 1140 menit waktumu, dengan intensitas interaksi di 48.0. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",tri mandrasih,502,Thursday,6,June,24,False,False,True,False,Medium (50-80),Kamis,30-50 (Sedang)
503.0,Mary Roberta_503,2026-06-12,3,852.0,33.7,66.3,"Hei! 🕯️ Sepertinya hari ini cukup sibuk untukmu. Dengan 3 kegiatan (852 menit total), energi sosialmu mulai berjalan di jalur tengah. Itu sinyal bagus supaya kamu ingat untuk beristirahat sejenak. 💛","Skor 66.3/100 ini menandakan bateraimu sedang di posisi tengah. Kamu punya 3 kegiatan (852 menit) dan social intensity di 33.7. Kombinasi ini mulai memberikan tekanan yang terasa di energimu, tapi masih dalam batas wajar. 🧸","Jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya adalah hadiahmu hari ini. Gunakan sepenuhnya untuk dirimu sendiri sebelum Aktivitas selanjutnya. Jauhkan notifikasi, fokus pada napasmu. 🍵",Mary Roberta,503,Friday,6,June,24,False,False,True,False,Medium (50-80),Jumat,30-50 (Sedang)
504.0,Annie Sheila_504,2026-06-12,2,906.0,48.1,51.9,"Hey! 🌸 Social battery-mu lagi dalam mode 'jalan pelan-pelan'. Ada 2 aktivitas (906 menit) yang udah kamu hadapi, dan itu bukan hal kecil! Energimu tinggal segini bukan berarti kamu lemah. Justru ini tandanya kamu butuh sedikit kasih sayang buat diri sendiri. 🤎","Score 51.9 mencerminkan hari yang cukup padat, tapi masih manageable. Dengan 2 aktivitas (906 menit total) dan tingkat intensitas 48.1, sistem mendeteksi energimu sudah mulai terkuras di level menengah. 🌿","Waktunya recharge! Kamu punya 30 menit kosong di 12:00–12:30 setelah Aktivitas sebelumnya. Manfaatkan ini untuk istirahat sebelum Aktivitas selanjutnya. Nggak perlu banyak, cukup duduk tenang dan biarkan pikiran istirahat sejenak. 💙",Annie Sheila,504,Friday,6,June,24,False,False,True,False,Medium (50-80),Jumat,30-50 (Sedang)
505.0,Anna Wanda_505,2026-06-12,3,852.0,48.7,51.3,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 3 kegiatan total 852 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨","Skor 51.3/100 menggambarkan kondisi baterai yang sedang dalam transisi. Kamu punya 3 kegiatan (852 menit) dan intensitas interaksi 48.7. Bukan zona bahaya, tapi juga bukan zona nyaman penuh. Sudah saatnya peduli sama energimu. 🤎","Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya, dan kamu berhak menikmatinya sepenuhnya. Sebelum Aktivitas selanjutnya, coba lakukan apa yang paling menenangkan buatmu — apapun itu. 🌸",Anna Wanda,505,Friday,6,June,24,False,False,True,False,Medium (50-80),Jumat,30-50 (Sedang)
506.0,Margaret Dawn_506,2026-06-13,3,1032.0,46.7,53.3,"Hi! ☁️ Energi sosialmu sedang berjalan di mode hemat. Ada 3 agenda (1032 menit) hari ini yang lumayan menguras tenaga. Yang penting, kamu masih bisa tetap hadir, satu langkah di satu waktu ya! 🍵","Kenapa skornya 53.3? Karena harimu cukup terisi secara sosial. Ada 3 agenda yang mengambil total 1032 menit waktumu, dengan intensitas interaksi di 46.7. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕",Bateraimu minta sedikit istirahat. Ada slot 30 menit di 12:00–12:30 yang bisa kamu gunakan setelah Aktivitas sebelumnya. Gunakan untuk benar-benar offline sebelum Aktivitas selanjutnya — nggak ada yang perlu dijawab atau dibalas dulu. 🧸,Margaret Dawn,506,Saturday,6,June,24,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
507.0,Helen Dorothy_507,2026-06-13,1,893.9999999999999,31.4,68.6,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 1 kegiatan total 893 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨","Score 68.6 terbentuk dari 1 aktivitas berdurasi total 893 menit dan social intensity 31.4. Ketiga faktor ini berkontribusi membawa bateraimu ke zona menengah — masih oke, tapi sudah saatnya mulai berpikir soal jeda. 🌻",Yuk manfaatkan slot 30 menit di 12:00–12:30 yang ada setelah Aktivitas sebelumnya. Istirahat ringan sebelum Aktivitas selanjutnya bisa jadi perbedaan besar antara hadir secara penuh atau setengah-setengah. ✨,Helen Dorothy,507,Saturday,6,June,24,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
508.0,Elsie Evelyn_508,2026-06-13,6,1074.0,51.9,48.1,"Hi! 📖 Social battery-mu sedang di titik yang rendah. Dengan 6 aktivitas (1074 menit total) hari ini, sangat masuk akal kalau kamu merasa kehabisan tenaga sosial. Istirahatlah, kamu layak mendapatkan waktu tenang itu. 🌙",Score 48.1/100 mencerminkan kondisi yang perlu mendapat perhatian serius. Faktor utamanya: 6 kegiatan (1074 menit) dan social intensity 51.9. Beban sosial yang sangat tinggi ini adalah alasan kuat untuk prioritaskan istirahat malam ini. 🛌,"Bateraimu sedang di titik merah. Untuk malam ini, prioritaskan istirahat total. Jika memungkinkan, coba geser Aktivitas yang bisa digeser (15:00–16:00) ke hari yang lebih luang. Tubuhmu sudah cukup bekerja keras hari ini. 🌙",Elsie Evelyn,508,Saturday,6,June,24,False,True,False,False,Low (<50),Sabtu,50-80 (Tinggi)
509.0,Lucy Gail_509,2026-06-13,5,1098.0,45.8,54.2,"Hey! 🌸 Social battery-mu lagi dalam mode 'jalan pelan-pelan'. Ada 5 aktivitas (1098 menit) yang udah kamu hadapi, dan itu bukan hal kecil! Energimu tinggal segini bukan berarti kamu lemah. Justru ini tandanya kamu butuh sedikit kasih sayang buat diri sendiri. 🤎",Kenapa bateraimu di skor 54.2? Karena 5 agenda hari ini (total 1098 menit) dengan tingkat intensitas 45.8 sudah cukup memberikan 'beban' sosial. Ini sinyal untuk mulai memperhatikan kebutuhan istirahatmu. 🍃,"Waktunya recharge! Kamu punya 30 menit kosong di 12:00–12:30 setelah Aktivitas sebelumnya. Manfaatkan ini untuk istirahat sebelum Aktivitas selanjutnya. Nggak perlu banyak, cukup duduk tenang dan biarkan pikiran istirahat sejenak. 💙",Lucy Gail,509,Saturday,6,June,24,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
510.0,Dorothy Joyce_510,2026-06-14,3,924.0,39.9,60.1,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 3 aktivitas dengan total 923 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Skor 60.1/100 ini muncul karena ada 3 kegiatan (923 menit) yang perlu kamu lalui hari ini. Dengan social intensity 39.9, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐","Yuk, ambil napas sejenak! Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Sebelum lanjut ke Aktivitas selanjutnya, coba jauhkan diri dari layar dan duduk tenang sebentar. Kamu layak mendapat jeda itu. 🕯️",Dorothy Joyce,510,Sunday,6,June,24,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
511.0,Mary Louise_511,2026-06-14,1,1032.0,38.7,61.3,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 1 agenda (1032 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Kenapa skornya 61.3? Karena harimu cukup terisi secara sosial. Ada 1 agenda yang mengambil total 1032 menit waktumu, dengan intensitas interaksi di 38.7. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕",Bateraimu minta sedikit istirahat. Ada slot 30 menit di 12:00–12:30 yang bisa kamu gunakan setelah Aktivitas sebelumnya. Gunakan untuk benar-benar offline sebelum Aktivitas selanjutnya — nggak ada yang perlu dijawab atau dibalas dulu. 🧸,Mary Louise,511,Sunday,6,June,24,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
512.0,Margaret Peggy_512,2026-06-14,4,1134.0,49.9,50.1,"Hei! 🕯️ Sepertinya hari ini cukup sibuk untukmu. Dengan 4 kegiatan (1134 menit total), energi sosialmu mulai berjalan di jalur tengah. Itu sinyal bagus supaya kamu ingat untuk beristirahat sejenak. 💛","Score 50.1/100 ini hadir karena 4 kegiatan (1134 menit, intensitas 49.9) sudah cukup menguras energi sosialmu ke zona tengah. Kamu masih baik-baik saja, tapi sinyal untuk berhati-hati sudah mulai menyala. ✨","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",Margaret Peggy,512,Sunday,6,June,24,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
513.0,Ruth Phyllis_513,2026-06-14,6,1104.0,42.4,57.6,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 6 aktivitas dengan total 1104 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Skor 57.6/100 menggambarkan kondisi baterai yang sedang dalam transisi. Kamu punya 6 kegiatan (1104 menit) dan intensitas interaksi 42.4. Bukan zona bahaya, tapi juga bukan zona nyaman penuh. Sudah saatnya peduli sama energimu. 🤎","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",Ruth Phyllis,513,Sunday,6,June,24,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
514.0,Annie Sheryl_514,2026-06-15,1,1140.0,45.5,54.5,"Hai! 🎐 Energi sosialmu hari ini sedang dalam kondisi moderat. Dengan 1 agenda (1140 menit total), bateraimu sudah bekerja keras. Itu tanda yang baik bahwa kamu sudah sangat berpartisipasi hari ini! Tapi jangan lupa juga untuk mengisi ulang energi, ya. 🧡",Kenapa bateraimu di skor 54.5? Karena 1 agenda hari ini (total 1140 menit) dengan tingkat intensitas 45.5 sudah cukup memberikan 'beban' sosial. Ini sinyal untuk mulai memperhatikan kebutuhan istirahatmu. 🍃,"Kamu punya 30 menit luang di 12:00–12:30 setelah Aktivitas sebelumnya. Jangan dilewatkan! Gunakan untuk duduk manis, jauh dari layar, sebelum kamu masuk ke Aktivitas selanjutnya berikutnya. 🧸💙",Annie Sheryl,514,Monday,6,June,25,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
515.0,Elizabeth Susie_515,2026-06-15,5,936.0,33.1,66.9,"Hi! ☕ Energi sosialmu hari ini berada di tengah-tengah. Dengan 5 kegiatan (936 menit), wajar kalau kamu mulai merasakan sedikit lelah. Nggak apa-apa, kamu masih bisa manage ini dengan baik. 🤎","Kenapa skornya 66.9? Karena harimu cukup terisi secara sosial. Ada 5 agenda yang mengambil total 936 menit waktumu, dengan intensitas interaksi di 33.1. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",Elizabeth Susie,515,Monday,6,June,25,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
516.0,Helen Toni_516,2026-06-15,3,1104.0,52.9,47.1,"Hi! 📖 Social battery-mu sedang di titik yang rendah. Dengan 3 aktivitas (1104 menit total) hari ini, sangat masuk akal kalau kamu merasa kehabisan tenaga sosial. Istirahatlah, kamu layak mendapatkan waktu tenang itu. 🌙",Angka 47.1 menggambarkan bahwa hari ini adalah hari yang memang menguras. Kamu melewati 3 kegiatan (1104 menit total) dengan tingkat intensitas interaksi 52.9. Semua itu adalah kontribusi nyata pada terkurasnya energimu. 🕯️,"Bateraimu sedang di titik merah. Untuk malam ini, prioritaskan istirahat total. Jika memungkinkan, coba geser Aktivitas yang bisa digeser (15:00–16:00) ke hari yang lebih luang. Tubuhmu sudah cukup bekerja keras hari ini. 🌙",Helen Toni,516,Monday,6,June,25,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
517.0,Mary Angela_517,2026-06-15,6,1104.0000000000002,57.400000000000006,42.6,"Hei! 🌙 Sepertinya hari ini sangat menguras energimu. Kamu sudah melewati 6 agenda (1104 menit), dan bateraimu sedang butuh 'me-time' yang sungguh-sungguh. Nggak perlu memaksa diri, ya. 🤎",Angka 42.6 menggambarkan bahwa hari ini adalah hari yang memang menguras. Kamu melewati 6 kegiatan (1104 menit total) dengan tingkat intensitas interaksi 57.4. Semua itu adalah kontribusi nyata pada terkurasnya energimu. 🕯️,"Energimu sangat butuh recharge. Kalau bisa, pindahkan Aktivitas yang bisa digeser (15:00–16:00) ke waktu lain supaya kamu punya ruang untuk benar-benar beristirahat. Nggak semua harus diselesaikan hari ini, dan itu sangat oke. 💙",Mary Angela,517,Monday,6,June,25,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
518.0,Elsie Charlotte_518,2026-06-16,1,1140.0,40.5,59.5,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 1 agenda (1140 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Score 59.5/100 ini hadir karena 1 kegiatan (1140 menit, intensitas 40.5) sudah cukup menguras energi sosialmu ke zona tengah. Kamu masih baik-baik saja, tapi sinyal untuk berhati-hati sudah mulai menyala. ✨","Waktunya recharge! Kamu punya 30 menit kosong di 12:00–12:30 setelah Aktivitas sebelumnya. Manfaatkan ini untuk istirahat sebelum Aktivitas selanjutnya. Nggak perlu banyak, cukup duduk tenang dan biarkan pikiran istirahat sejenak. 💙",Elsie Charlotte,518,Tuesday,6,June,25,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
519.0,Agnes Sally_519,2026-06-17,5,887.9999999999999,42.3,57.7,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 5 agenda (887 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Skor 57.7/100 ini menandakan bateraimu sedang di posisi tengah. Kamu punya 5 kegiatan (887 menit) dan social intensity di 42.3. Kombinasi ini mulai memberikan tekanan yang terasa di energimu, tapi masih dalam batas wajar. 🧸","Ada kesempatan emas buat kamu: jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Pakai waktu itu untuk dirimu sendiri sebelum Aktivitas selanjutnya dimulai. Nggak perlu produktif, cukup hadir untuk dirimu. 🌙",Agnes Sally,519,Wednesday,6,June,25,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
520.0,Anna Wendy_520,2026-06-17,6,1020.0,56.0,44.0,"Hi! 🛌 Kamu udah kerja keras banget hari ini, lho. Dengan 6 kegiatan (1020 menit total), energi sosialmu memang sudah di batas terbawah. Nggak perlu guilty buat menarik diri sejenak, itu justru tindakan paling bijak sekarang. 🤎","Score 44.0/100 ini hadir sebagai akibat dari 6 aktivitas (1020 menit, intensitas 56.0) yang cukup berat. Faktor terbesar yang menekan skormu adalah durasi dan intensitas interaksi yang tinggi. Sekarang waktunya benar-benar beristirahat. 🌙",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,Anna Wendy,520,Wednesday,6,June,25,False,True,False,False,Low (<50),Rabu,50-80 (Tinggi)
